"Sr No","Blood Bank Name",State,District,City,Address,Pincode,Latitude,Longitude
2214,"Masonic Blood Bank","Tamil Nadu",VELLORE,Vellore,"W/BRO V Surendranath Reddy Memorial Trust ,No. 5/2 New Katpadi Road, Opposite to Hotal River view, Vellore",632004,12.9305,79.1351
2215,"Sri Narayani Hospital and Research Centre Blood Bank","Tamil Nadu",VELLORE,Vellore,"Sripuram, Thirumalaikodi, Vellore, Tamil Nadu ",632055,12.8708,79.0898
2216,"Government Head Quarters Hospital Blood Bank","Tamil Nadu",VELLORE,Walajapet,"Government Head Quarters Hospital, Walaja",632513,12.9262,79.3566
2217,"Government Head Quarters Hospital Blood Bank","Tamil Nadu",VILLUPURAM,Kallakurichi,"Government Hospital, Kachirapalayam Road, Kallakurichi",606202,11.7373,78.9594
2218,"Melmaruvathur Adiparasakthi Institute of Medical Sciences and Research Blood Bank","Tamil Nadu",VILLUPURAM,Melmaruvathur,"A unit of Adiparasuthi Charitable Medical Eductional Cultural Trust, Melmaruvathur, Kancheepuram",603319,12.4342,79.8132
2219,"Government Hospital Blood Bank","Tamil Nadu",VILLUPURAM,Tindivanam,"Government Hospital, Hospital Road, Dindivanam
",604601,12.2411,79.6517
2220,"St Joseph Hospital Blood Bank","Tamil Nadu",VILLUPURAM,Tindivanam,"Police line, Jayapuram, Tindivanam 
",604002,12.2194,79.6545
2221,"Government Hospital Blood Bank","Tamil Nadu",VILLUPURAM,Ulundupettai,"Government Hospital, Ulundurpettai",606107,11.6928,79.2859
2222,"Balaji KMR Charitable Trust Blood Bank","Tamil Nadu",VILLUPURAM,Villupuram,"27/B5, Trichy Trunk Road",605602,0,0
2223,"Government Villupuram Medical College and Hospital Blood Bank","Tamil Nadu",VILLUPURAM,Villupuram,"Government  Villupuram Medical College and Hospital, Mundiyambakkam, Villupuram",605601,11.9929,79.5168
2224,"GN Blood Bank","Tamil Nadu",VILLUPURAM,Villupuram," Run by GG Educational and Charitable Trust, 7-C, Chairman Chidambaram Street, Villupuram",605602,11.9399,79.4874
2225,"Government Hospital Blood Bank","Tamil Nadu",VIRUDHUNAGAR,Aruppukottai,"Pandalkudi Road, Near Vellai Kottai, Aruppukottai
",626101,9.50267,78.0972
2226,"Government Hospital Blood Bank","Tamil Nadu",VIRUDHUNAGAR,Rajapalayam,"Government Hospital",626117,9.41412,77.5974
2227,"Sai Blood Bank and Clinical Laboratory","Tamil Nadu",VIRUDHUNAGAR,Rajapalayam,"No, 114 Chidambaranar Street, Sankaran Koil Road",626117,0,0
2228,"Sri PAC Ramasamy Raja Rotary Blood Bank (Run by Rajapalayam rotary)","Tamil Nadu",VIRUDHUNAGAR,Rajapalayam,"Old No :1069, New No : 170, Madurai to Tenkasi Road",626117,0,0
2229,"Government Hospital Blood Bank","Tamil Nadu",VIRUDHUNAGAR,Sivakasi,"Government Hospital, Parasakthi colony, Near Sivakasi railway station, Shield Road",626123,9.46062,77.7864
2230,"Sri Annai Blood Bank","Tamil Nadu",VIRUDHUNAGAR,Sivakasi,"Run by Nestle Foundation Trust, S.No. 49/8B 49/8C ward E Block No. 6., Door No. 56 J2 Chairman A. Shanmuga Nadar Road",626123,0,0
2231,"Virudhunagar Hindu Nadar V Dhanasamy Parimala Devi Medical Trust Blood Bank","Tamil Nadu",VIRUDHUNAGAR,Virudhunagar,"No, 38 North Car Street",626001,0,0
2232,"Government Head Quarters Hospital Blood Bank","Tamil Nadu",VIRUDHUNAGAR,Virudhunagar,"Government Head Quarters Hospital, Ramamoorthy Road, Virudhunagar",626001,9.58838,77.9619
2233,"Rajiv Gandhi Institute of Medical Sciences Blood Bank",Telangana,ADILABAD,Adilabad,"Teachers Colony, Near State Bank of Hyderabad, Ground Floor, IP Block, Govt. District Head Quarters Hopsital Premises",504001,19.6641,78.5247
2234,"Sri Lakshmi Blood bank",Telangana,ADILABAD,Adilabad,"D.No.4-5-29/5, Sri Sai Maternity Hospital, Near Rly. Gate, Bhokthapur",504001,0,0
2235,"Indian Red Cross Society Blood Bank",Telangana,ADILABAD,Mancherial," Ground Floor, Area Hospital, I.B Chaurastha",504208,18.8725,79.4447
2236,"Singareni Collieries Co. Ltd Blood bank",Telangana,ADILABAD,Mandamarri,"Sector-1, Area Hospital, Ramakrishnapur, Mandamarri (M), Bellampalli",504301,19.0631,79.4874
2237,"Indian Red Cross Society Blood Bank",Telangana,ADILABAD,Nirmal,"Area Hospital, Gajulpet Road
near A1 Function Hall",504106,19.6641,78.532
2238,"The Singareni Collieries Co. Ltd",Telangana,ADILABAD,"R.K puram","Area Hospital Blood Bank, Ramakrishnapuram",504001,19.6641,78.532
2239,"Prime Hospital Blood Bank",Telangana,HYDERABAD,Ameerpet,"Plot No.4, Behind Mythrivanam Building, Ameerpet",0,0,0
2240,"Image Hospital Blood Bank ",Telangana,HYDERABAD,Ameerpet,"A Division of Image Healthcare Limited,1st Floor, Image House, 8-3-903/F/12&1, Ameerpet",0,0,0
2241,"Challa Hospital Blood Bank (A Multi Speciality Hospital)",Telangana,HYDERABAD,Ameerpet,"D.No. 7-1-71/A/1, 1st Floor, Dharam Karam Road, Ameerpet",500016,17.4396,78.4506
2242,"Aarohi Blood Bank",Telangana,HYDERABAD,"Banjara Hills","No.6-3-182/1 to 3, 3rd Floor, 
Lake View Palace, 
Road No.1, Banjara Hills
",500034,17.4116,78.4498
2243,"Institute of Transfusion Medicine and Research",Telangana,HYDERABAD,"Banjara Hills","Road.No.1, Banjara Hills",500034,17.4211,78.4492
2244,"NTR Trust Blood Bank",Telangana,HYDERABAD,"Banjara Hills","D.No. 8-2-269/H/191/A/1, NTR Trust Bhavan, Road No. 2, Banjara Hills
",500034,17.4236,78.426
2245,"Care Hospital Blood Bank",Telangana,HYDERABAD,"Banjara Hills","1st Floor, Road No.1, Banjara Hills",500004,17.4125,78.4503
2246," Star Hospitals Blood Bank",Telangana,HYDERABAD,"Banjara Hills"," A unit of Unimed Healthcare Private Limited, 6th floor,8-2-596/ Road No : 10, Banjara Hills",500034,17.4157,78.4395
2247,"Basavatarakam Indo-American Cancer Hospital and Research Institute Blood Bank",Telangana,HYDERABAD,"Banjara Hills","Block.No. III, Cellar Portion,Road No.14, Banjara Hills",500034,0,0
2248,"Mythri Charitable Trust Blood Bank and Transfusion Centre",Telangana,HYDERABAD,Barkatpura,"3-4-808 1st Floor, Barkatpura, Bs C C Shroff Hospital, Barkatpura, Hyderabad, Telangana
",500027,17.3915,78.4972
2249,"Sanjeevini Blood Bank",Telangana,HYDERABAD,Bhagyanagar,"Sanjeevini Non-Governmental Organisation, Niveditha Orthopaedic Center, H.No.1-1-79/A, RTC Cross Road, Bhagyanagar, Hyderabad",500020,17.4058,78.4992
2250,"Sai Vani Super Speciality Hospital Blood Bank ",Telangana,HYDERABAD,Domalguda,"A Unit of Viswa Health Institute Private Limited, D.No.1-2-365/36/6&7, 6th Floor, Ramakrishna Math Road, Domalguda, Hyderabad",0,0,0
2251,"The Military Hospital Blood Bank",Telangana,HYDERABAD,Golconda,"Military Hospital Premises, Golconda",0,0,0
2252,"Rudhira Voluntary Blood Bank",Telangana,HYDERABAD,Himayathnagar," H.No.3-6-10/A,1st floor, Anasuya Commercial Complex, Liberty Road, Himayathnagar",500028,17.406,78.4782
2253,"Satya Nursing Home Blood Bank",Telangana,HYDERABAD,Himayatnagar,"D.No. 3-6-426, First Floor, Street No. 4, Himayatnagar, Hyderabad, Hyderabad District, Telangana
",500029,17.4048,78.4821
2254,"Nizams Institute of Medical Sciences Blood Bank",Telangana,HYDERABAD,Hyderabad,"Accident and Emergency Block, 2nd Floor, Road.No.1, Banjara Hills",500034,17.4212,78.4514
2255,"The Osmania General Hospital Blood Bank",Telangana,HYDERABAD,Hyderabad," Osmania General Hospital Premises, Hyderabad",500012,17.3725,78.4738
2256,"MNJ  Institute of Oncology and Regional Cancer Centre Blood Bank",Telangana,HYDERABAD,Hyderabad,"Ground Floor, Lakdikapool, Red Hills
",500004,17.3988,78.4621
2257,"General Chest Hospital",Telangana,HYDERABAD,Hyderabad,"Blood Bank Medical Officer,  Blood Bank, General and Chest Hospital, Irrumnuma, Hyderabad",500018,17.4454,78.435
2258,"Lions Club of Hyderabad(East) Bhanji Kheraj Blood Bank",Telangana,HYDERABAD,Hyderabad,"Feroz Gandhi Park,  Bank Street, Koti, Hyderabad",500195,17.5207,78.441
2259,"Blood Bank Thelasemia and Sickle Cell",Telangana,HYDERABAD,Hyderabad,"Blood Bank Medical Officer, Blood Bank Thelasemia and Sick Cell, Hyderabad",500002,17.385,78.4867
2260,"Andhra Mahila Sabha Durgabhai Deshmukh Hospital & Blood Bank",Telangana,HYDERABAD,Hyderabad,"Osmania University Road, Ram Nagar Gundu, Adikmet, Hyderabad, Telangana 
",500044,17.4025,78.5098
2261,"Share Medical Care (Mediciti Hospital) Blood Bank",Telangana,HYDERABAD,Hyderabad,"D.No. 5-9-22/B/103, Flat No.103, First Floor, My Home Sarovar Complex, Secretariat Road",0,17.4065,78.4716
2262,"Mahavir Hospital and Research Centre Blood Bank",Telangana,HYDERABAD,Hyderabad,"D.No. 10-1-1, Ground Floor, Bhagwan Mahavir Marg, A.C. Guards, Masab Tank",0,0,0
2263,"Aditya Hospital Blood Bank",Telangana,HYDERABAD,Hyderabad,"4-3-154/3, Beside Pragati College, Hanuman Tekdi, Abids, Hyderabad.
",500001,17.3903,78.4811
2264,"Himabindhu Multispeciality Hospital Blood Bank",Telangana,HYDERABAD,Hyderabad,"H.No. 17-1-383/1/1, 1st Floor, Vinay Nagar, Sagar Road, Santhosh Nagar",500059,17.3523,78.5065
2265,"Genetic Products Charitable Association Blood Bank",Telangana,HYDERABAD,Hyderabad,"D.No. 6-3-663/915, G-Block, Ground Floor, Kanthi Shikara Complex, Punjagutta",500082,0,0
2266,"Thalassemia and Sickle Cell Society Vuppala Venkaiah Memorial Blood Bank",Telangana,HYDERABAD,Hyderabad,"D.No.22-8-496 to 501, 1st and 2nd floor, Chatta Bazar X Road, Near City Civil Courts, Purana Haveli, Hyderabad
",500002,17.3689,78.4801
2267,"NEW LIFE EDUCATIONAL SOCIETY BLOOD BANK ",Telangana,HYDERABAD,HYDERABAD,"22-1-1038,1st FLOOR,ABID ALI KHAN LIONS EYE HOSPITAL,DARULSHIFA, Hyderabad, TELANGANA",500024,17.3769,78.3491
2268,"Apollo Hospital Blood Bank",Telangana,HYDERABAD,Hyderabad,"Apollo hospital, Ground floor, Jubilee hills, Hyderabad
",500096,17.4151,78.4165
2269,"Employees State Insurance Corporation Medical College Hospital Blood Bank",Telangana,HYDERABAD,Hyderabad,"Second Floor, Radiology Block, Sanath nagar, Hyderabad",500038,17.4479,78.44
2270,"Venus Hospital Blood Bank",Telangana,HYDERABAD,Hyderabad,"H.No.16-2-661/EFGH, Judges Colony, Malakpet, Hyderabad",500036,0,0
2271,"Yashoda Super Speciality Hospitals Blood Bank",Telangana,HYDERABAD,Hyderabad,"D.No. 6-3-903/A/4/F-3, 2nd floor, Shirdi Apartments,
Somajiguda",500082,17.4243,78.4577
2272,"Apollo Hospital Enterprises Ltd",Telangana,HYDERABAD,Hyderguda,"D.No.3/5/836 to 838, main road, hyderguda, hyderabad.
",500029,17.3993,78.4793
2273,"Lions Club Matadin Goel Blood Bank",Telangana,HYDERABAD,Hymayathnagar,"Blood Bank Medical Officer,  Lions Club Matadin Goel Blood Bank, Himayatnagar, Hyderabad,",500029,17.4031,78.4796
2274,"Chiranjeevi Blood Bank",Telangana,HYDERABAD,"Jublee Hills","Road No.1, Jubliee Hills checkpost",500033,17.4282,78.4165
2275,"Owaisi Medical and Research Centre",Telangana,HYDERABAD,Kanchanbagh," Nawab Lutfud Dowli Palace,  Kanchanbagh, Zafargadh,Santoshnagar,Hyderabad
",500058,17.3413,78.5067
2276,"Apollo Hospital Enterprises Ltd, Apollo DRDO Hospital Blood Bank",Telangana,HYDERABAD,Kanchanbagh,"D.No.18-14, Ground Floor, DMRL X Roads, Kanchanbagh, Hyderabad",0,0,0
2277,"Kamineni Health Services Pvt.Ltd. Blood Bank",Telangana,HYDERABAD,Kingkoti,"D.No. 4-1-1227, Cellar Portion, Boggulakunta, Kingkoti, Hyderguda, Hyderabad District, Telangana
",500001,17.3926,78.4797
2278,"The Government  Maternity Hospital",Telangana,HYDERABAD,Koti,"Blood bank,  Sultan Bazar, Koti, Hyderabad",500095,17.3858,78.4872
2279,"Global Hospital Blood Bank",Telangana,HYDERABAD,Lakdikapool,"D.No.6-1-1070/1 to 4, Lakdikapool",500004,17.4053,78.4632
2280,"Sri Balaji Blood Bank (A Unit of Sri Balaji Educational Society)",Telangana,HYDERABAD,Malakpet,"Cellar Portion, 16-8-923, Nalgonda X Road, Malakpet, Hyderabad",500036,17.3754,78.4973
2281,"Vivekananda Environmental International Society Social Service Blood Bank",Telangana,HYDERABAD,Mehdipatnam,"12-2-790/53/1, Ground and First Floor, Ayodhyanagar, Mehdipatnam",0,0,0
2282,"Premier Hospital Blood Bank",Telangana,HYDERABAD,Mehdipatnam,"12-2-718, Nanal Nagar X Roads, Mehdipatnam, Hyderabad",500028,17.3917,78.427
2283,"Jaya Diagnostic Research Centre Medwin Hospital Blood Bank",Telangana,HYDERABAD,Nampally,"6th Floor, 100, Raghava Ratna Towers, D.No. 5-8-316 to 322, Chiragali Lane, Nampally",500001,0,0
2284,"Care Hospital Blood Bank (A Unit of Quality Care India Limited)",Telangana,HYDERABAD,Nampally,"Third Floor, 5-4-199, 3rd Floor, J.N. Road, Nampally",0,0,0
2285,"Institute of Preventive Medicine",Telangana,HYDERABAD,"Narayana guda","Public Health Laboratories and Food (Health) Administration, Narayanaguda, Hyderabad",500029,17.3939,78.4903
2286,"M G M H BLOOD BANK (Government Modern Maternity Hospital)",Telangana,HYDERABAD,Petlaburj,"Government Modern Maternity Hospital, Opp City College, Petlaburz, Hyderabad
",500035,17.366,78.4649
2287,"Rakshita Voluntary Blood Bank",Telangana,HYDERABAD,Putlibowli," H.No.5-1-931, First Floor, Jambagh, Putlibowli",500096,17.3815,78.4806
2288,"The Govt. Niloufer Hospital Blood Bank",Telangana,HYDERABAD,"Red Hills","Premises of Government Niloufer Hospital, Red Hills, Nampally
",500004,17.3986,78.4611
2289,"Health, Agriculture, Rural Development Society (HARD)  Blood Bank",Telangana,HYDERABAD,"Red Hills","No.11-5-263/3, Red Hills, Hyderabad",500004,17.3962,78.4632
2290,"The ESI Hospital Blood Bank",Telangana,HYDERABAD,Sanathnagar," ESI Hospital premises, Ground Floor, Sanathnagar",500018,17.4566,78.4268
2291,"St. Theresa&#39;s Hospital Blood Bank",Telangana,HYDERABAD,Sanathnagar,"Erragadda, Sanath Nagar, Hyderabad",500018,17.4514,78.4366
2292,"Gandhi Hospital Blood Bank",Telangana,HYDERABAD,Secunderabad,"1st Floor, A block, Musheerabad, Secunderabad, Telangana
",500003,17.4232,78.5041
2293,"Lions Club of Secunderabad Twin Cities",Telangana,HYDERABAD,Secunderabad,"2nd Floor, Varalaxmi Complex, Opposite Stay Inn Hotel, James Street, M.G.Road, Secunderabad",500003,17.4326,78.4908
2294,"Yashoda Hospital (A Unit of Datta Chandra Hospital Pvt. Ltd.)  Blood Bank",Telangana,HYDERABAD,Secunderabad," 1-1-156/157, 9th Floor, Alexander Road, Secunderabad, Telangana
",500003,17.4417,78.497
2295,"South Central Railway Hospital",Telangana,HYDERABAD,Secunderabad,"Lalaguda, Secunderabad",500017,0,0
2296,"Andrha Pradesh State Road Transport Corporation Hospital Blood Bank",Telangana,HYDERABAD,Secunderabad,"Ground Floor, Room.No. 18&19, APSRTC Hospital Pemises, Tarnaka, Secunderabad",0,0,0
2297,"Vivekananda Environmental International Society Social Service Blood Bank",Telangana,HYDERABAD,Secunderabad,"H.No.9-1-127/D/1, Opposite St.Mary&#39;s Church, S.D.Road, Secunderabad",500062,17.4404,78.5005
2298,"Janani Voluntary Blood Bank (A Unit of Janani Organization)",Telangana,HYDERABAD,Secunderabad," D.No.9-1-66/3, 2nd Floor, Lane Opposite Oriental Bank, S.D.Road, Secunderabad",500003,17.4414,78.501
2299,"Military Hospital Blood Bank",Telangana,HYDERABAD,Secunderabad,"Military Hospital premises Trimulgherry, Secunderabad",0,0,0
2300,"Krishna Institute of Medical Sciences Blood Bank",Telangana,HYDERABAD,Secunderabad,"D.No.1-8-31/1, Block-III, 2nd Floor, Minister Road, Secretariat, Secunderabad
",500003,17.4376,78.4821
2301,"Jeevadhara Voluntary Blood Bank (A Unit of Jeevadhaara Society)",Telangana,HYDERABAD,Secunderabad,"H.No.9-4-269 to 275, Saluja Hospital, Second Floor, Rezimental Bazar, Secunderabad",500025,17.4355,78.5029
2302,"Sunshine Hospital Blood Bank",Telangana,HYDERABAD,Secunderabad,"No.1-7-201- to 205, II Floor, P.G.Road, Behind Paradise  Hotel,  Secunderabad",500003,17.441,78.4869
2303,"Sri Devi Charitable Trust Blood Bank",Telangana,HYDERABAD,Secunderabad,"D. No.: 12-13-197, Flat No. 106 & 107, Opposite HUDA Complex, Tarnaka, Secunderabad",500007,17.425,78.5359
2304,"Princess Esra Hospital Blood Bank",Telangana,HYDERABAD,"Shah Ali Banda","Second Floor, 23-2-665, Shah Ali Banda",500065,17.3565,78.4742
2305,"Asian Institute of Gastroentrology Blood Bank",Telangana,HYDERABAD,Somajiguda,"6-3-661, Somajiguda, Hyderabad",0,0,0
2306,"RTC Hospital",Telangana,HYDERABAD,Tarnaka,"RTC Hospital Blood Bank, Tarnaka, Hyderabad",500017,17.4254,78.5305
2307,"Indian Red Cross Society Blood Bank",Telangana,HYDERABAD,Vidhyanagar,"1-9-310, Street No:14, Opposite Achyutha Reddy Complex,  Vidya Nagar Hyderabad
",500044,17.405,78.5087
2308,"Chalmeda Ananda Rao Institute of Medical Sciences Blood Bank",Telangana,KARIMNAGAR,Bommakal,"Block C, Ground Floor, Bommakal (V), Karimnagar",505001,18.4532,79.1651
2309,"Singareni Collieries Co.Ltd Blood Bank",Telangana,KARIMNAGAR,Godavarikhani,"Area Hospital Blood Bank, Ram Mandir, Godavarikhani",505209,18.7596,79.4816
2310,"Nelavelly Blood Bank",Telangana,KARIMNAGAR,Jagtial,"(A Unit Of Nelavelly Laxma Rao Social Service Charitable Trust)
Door No:7-1-236, Santoshnagar, Opposite SKNR Women Degree College",505327,0,0
2311,"Indian Red Cross Society Jagityal, Blood Bank",Telangana,KARIMNAGAR,JAGTIAL,"District Headquarters Hospital JAGTIAL 
First Floor, Old Bus Stand",505327,18.4386,79.1288
2312,"Government District Head Quarters Hospital Blood Bank",Telangana,KARIMNAGAR,Karimnagar,"Savaran Street, Manchiryal Chowrastha",505001,18.4386,79.1288
2313,"Indian Red Cross Society Blood Bank",Telangana,KARIMNAGAR,"Karimnagar ","D.No.4-1-22, Osmanpura, 
Opp to Andhra Bank Main Branch",505001,18.4386,79.1288
2314,"Life Care Voluntary Blood Bank",Telangana,KARIMNAGAR,"Karimnagar ","D.No.3-1-446, 1st Floor, Opposite Government Hospital, Prashanth Nagar",505001,18.4433,79.1297
2315,"Prathima Institute of Medical Sciences Blood Bank",Telangana,KARIMNAGAR,Nagnur,"1st Floor, Hospital Building, Nagnur",505417,18.4986,79.1511
2316,"Apollo Reach Hospitals - Apollo Blood Bank",Telangana,KARIMNAGAR,"Subhash Nagar","H.No.4-72, 3rd Floor, Subhash Nagar, 
Near Railway station
",505001,18.4549,79.1329
2317,"The Government Area Hospital Blood Bank",Telangana,KHAMMAM,Bhadrachalam,"Bhadrachalam, Bhadradri Kothagudem",507111,17.584,80.3328
2318,"The APVVP District Head Quarters Hospital Blood Bank",Telangana,KHAMMAM,Khammam,"1st Floor, Room.No.31, O.P. Block, Wyra Road, Khammam",507001,17.2473,80.1514
2319,"Rudhira Voluntary Blood Bank",Telangana,KHAMMAM,Khammam,"(A Unit of Rudhira Health Organization), H.No.11-4-25/A, 1st & 2nd Floor, Wyra Road, Khammam",507101,17.7693,80.4994
2320,"Mamata General Hospital Blood Bank",Telangana,KHAMMAM,Khammam,"D. No: 5-7-200, Giriprasad Nagar Pakabanda Bazar, Khammam",0,0,0
2321,"Siva Multi Speciality Hospital Blood Bank",Telangana,KHAMMAM,Khammam,"H.No.11-2-44, Balaji Nagar, Wyra Road, Khammam",507001,17.2508,80.1441
2322,"The Government Area Hospital Blood Bank",Telangana,KHAMMAM,Kothagudem,"Kothagudem, Khammam",507101,17.2494,80.152
2323,"The Singareni Collieries  Co. Ltd",Telangana,KHAMMAM,Kothagudem,"Hospital Blood Bank, Main Hospital, Kothagudem, Khammam",507101,17.2473,80.1514
2324,"Sarala Blood Bank ",Telangana,KHAMMAM,Kothagudem,"A Unit of Sarala Memorial Charitable Chartitable Trust, D.No. 5-13-7, 2nd Floor, M.G. Road, Kothagudem, Khammam",507101,17.556,80.6144
2325,"Singareni Collieries Co. Ltd",Telangana,KHAMMAM,Manuguru,"Blood Bank Medical Officer,  Blood Bank, Singareni Collieries Co. Ltd, Manuguru, Dist. Khammam, Mobile no:9491145024",507117,17.9312,80.8266
2326,"Asha Emergency & Chest Hospital Blood Bank",Telangana,KHAMMAM,Sattupally,"D. No.: 4-851/1, Opposite Bus Stand, Kalabharathi Road, Sattupally, Khammam
",507303,17.2462,80.8322
2327,"Singareni Collieries Co. Ltd",Telangana,KHAMMAM,Yellandu,"Singareni Collieries Co. Ltd Blood Bank, Yellandu, District Khammam.",507101,17.5941,80.3224
2328,"Indian Red Cross Society ",Telangana,MAHBUBNAGAR,Gadwal,"Blood Bank, Area Hospital, Gadwal, Mahaboobnagar",509125,16.2337,77.8081
2329,"Government District Head Quarters Hospital Blood Bank",Telangana,MAHBUBNAGAR,Mahaboobnagar,"Ground Floor, Mahaboobnagar",509001,16.7502,77.9914
2330,"Indian Red Cross Society Blood Bank",Telangana,MAHBUBNAGAR,Mahabubnagar,"Ground & First Floor,D.No.1-6-65/5/A,1-6-65/5/A, Modern High School Chourastha",509001,16,78.0012
2331,"IRCS & RCH-II  Blood Bank District Hospital Wanaparthy ",Telangana,MAHBUBNAGAR,"WANAPARTHY ","Blood Bank, District Hospital,Wanaparthy, WANAPARTHY",509103,16.3623,78.0622
2332,"SVS Medical College Hospital Blood Bank",Telangana,MAHBUBNAGAR,Yenugonda,"Blood Bank, Ist Floor, Yenugonda, Mahaboobnagar",0,0,0
2333,"Maheshwara Medical College and Maheshwara Hospital Blood Bank",Telangana,MEDAK,"Patancheru Mandal","1st floor, Maheshwara Hospital Building, Isnapur Cross Road, Chitkul Village, Patancheru Mandal, Medak",502307,17.5624,78.2052
2334,"Bharat Heavy Electricals Limited Hospital ",Telangana,MEDAK,Ramachandrapuram,"Blood Bank, Ramachandrapuram, Medak",502032,17.4967,78.3053
2335,"The APVVP District Head Quarters Hospital",Telangana,MEDAK,Sangareddy,"Blood Bank, Sangareddy, Medak",502001,18.0529,78.2619
2336,"M.N.R. Medical College Hospital",Telangana,MEDAK,Sangareddy,"Blood Bank, Fasalwadi, Narsapur Road, Sangareddy, Medak",0,0,0
2337,"Indian Red Cross Society",Telangana,MEDAK,Siddipet,"Blood Bank, Area Hospital Premises, Siddipet,  Medak",502103,18.0988,78.8414
